,0-XNose,0-YNose,1-XNeck,1-YNeck,2-XRShoulder,2-YRShoulder,3-XRElbow,3-YRElbow,4-XRWrist,4-YRWrist,5-XLShoulder,5-YLShoulder,6-XLElbow,6-YLElbow,7-XLWrist,7-YLWrist,8-XMidHip,8-YMidHip,9-XRHip,9-YRHip,10-XRKnee,10-YRKnee,11-XRAnkle,11-YRAnkle,12-XLHip,12-YLHip,13-XLKnee,13-YLKnee,14-XLAnkle,14-YLAnkle,15-XREye,15-YREye,16-XLEye,16-YLEye,17-XREar,17-YREar,18-XLEar,18-YLEar,19-XLBigToe,19-YLBigToe,20-XLSmallToe,20-YLSmallToe,21-XLHeel,21-YLHeel,22-XRBigToe,22-YRBigToe,23-XRSmallToe,23-YRSmallToe,24-XRHeel,24-YRHeel,Source-Image,position,RightKneeAngle,LeftKneeAngle,LeftHeelAngleAngle,RightHeelAngleAngle,HipAngle
5,486.0,234.0,417.0,286.0,417.0,300.0,504.0,378.0,591.0,417.0,417.0,286.0,,,,,313.0,391.0,295.0,404.0,452.0,417.0,382.0,521.0,330.0,391.0,452.0,378.0,382.0,495.0,469.0,221.0,,,434.0,234.0,,,452.0,495.0,434.0,495.0,365.0,495.0,452.0,547.0,434.0,547.0,365.0,534.0,side/right_bottom/20181231_163139.jpg,right_bottom,60.789851310823686,53.02597689954382,103.26916225887793,109.71744136540403,47.951489017475346
6,278.0,247.0,347.0,286.0,347.0,286.0,,,,,330.0,300.0,208.0,352.0,156.0,339.0,452.0,404.0,452.0,391.0,313.0,378.0,365.0,482.0,452.0,404.0,313.0,417.0,382.0,534.0,,,295.0,234.0,,,330.0,247.0,313.0,547.0,330.0,547.0,400.0,534.0,313.0,495.0,330.0,495.0,400.0,482.0,side/right_bottom/20181231_163147.jpg,right_bottom,58.091893064346856,64.81334985864105,100.25798002975814,111.72299222327676,45.658988078471204
7,295.0,273.0,365.0,313.0,382.0,300.0,,,,,365.0,313.0,278.0,391.0,191.0,430.0,486.0,417.0,469.0,404.0,365.0,404.0,382.0,482.0,486.0,417.0,347.0,417.0,417.0,521.0,,,313.0,260.0,,,347.0,273.0,347.0,534.0,365.0,547.0,434.0,521.0,347.0,482.0,347.0,482.0,,,side/right_bottom/20181231_163215.jpg,right_bottom,77.70473357700185,56.0564129802482,100.66604557435913,,37.81678981890378
8,278.0,247.0,347.0,286.0,365.0,273.0,,,,,347.0,300.0,226.0,339.0,139.0,339.0,469.0,391.0,452.0,378.0,347.0,365.0,400.0,456.0,469.0,391.0,330.0,391.0,417.0,482.0,,,295.0,247.0,,,330.0,247.0,347.0,495.0,365.0,508.0,434.0,495.0,347.0,456.0,347.0,456.0,417.0,456.0,side/right_bottom/20181231_163303.jpg,right_bottom,52.7248793927346,46.28732894152505,112.54787310253705,124.05177850037929,35.028264276148185
9,295.0,260.0,365.0,300.0,382.0,286.0,,,,,365.0,300.0,260.0,352.0,191.0,365.0,486.0,404.0,469.0,391.0,347.0,365.0,400.0,456.0,486.0,404.0,330.0,391.0,417.0,482.0,,,313.0,247.0,,,347.0,260.0,347.0,495.0,365.0,508.0,434.0,495.0,347.0,456.0,347.0,456.0,434.0,469.0,side/right_bottom/20181231_163305.jpg,right_bottom,47.75212994607781,41.52368725079887,112.54787310253705,130.98151782807238,30.682295456066715
10,295.0,260.0,365.0,300.0,382.0,286.0,,,,,365.0,300.0,260.0,365.0,173.0,378.0,469.0,404.0,469.0,404.0,347.0,378.0,400.0,469.0,469.0,404.0,330.0,391.0,400.0,495.0,,,313.0,247.0,,,347.0,260.0,347.0,508.0,365.0,508.0,417.0,495.0,347.0,469.0,347.0,456.0,417.0,469.0,side/right_bottom/20181231_163309.jpg,right_bottom,47.75212994607781,50.71335722167302,95.20614604128083,130.08503150657998,36.50144112050631
11,295.0,247.0,365.0,286.0,365.0,286.0,,,,,347.0,300.0,243.0,352.0,173.0,352.0,469.0,391.0,469.0,391.0,347.0,365.0,400.0,456.0,469.0,404.0,330.0,391.0,400.0,482.0,,,295.0,247.0,,,330.0,247.0,347.0,495.0,365.0,508.0,434.0,495.0,347.0,456.0,347.0,456.0,417.0,456.0,side/right_bottom/20181231_163312.jpg,right_bottom,47.75212994607781,47.088352212597336,105.48255839951906,124.05177850037929,39.58528313512754
12,486.0,260.0,417.0,286.0,417.0,300.0,521.0,300.0,608.0,300.0,417.0,286.0,,,,,313.0,391.0,313.0,391.0,452.0,417.0,347.0,495.0,330.0,378.0,452.0,391.0,347.0,469.0,469.0,260.0,,,452.0,260.0,,,400.0,469.0,,,330.0,469.0,417.0,508.0,400.0,521.0,330.0,495.0,side/right_bottom/20181231_163648.jpg,right_bottom,47.20184052494464,42.68941150588955,,129.9358726838931,50.61719615230839
13,469.0,260.0,417.0,286.0,417.0,286.0,504.0,300.0,591.0,300.0,400.0,286.0,,,,,313.0,391.0,313.0,391.0,452.0,404.0,347.0,482.0,313.0,378.0,434.0,391.0,347.0,456.0,469.0,247.0,,,434.0,260.0,,,382.0,469.0,382.0,469.0,330.0,456.0,400.0,508.0,382.0,508.0,330.0,482.0,side/right_bottom/20181231_163649.jpg,right_bottom,41.950130571182676,42.8966031734698,116.5251967155374,119.15582445109497,48.136545619844966
14,434.0,313.0,365.0,313.0,382.0,326.0,452.0,339.0,539.0,339.0,365.0,313.0,,,,,260.0,404.0,260.0,404.0,400.0,404.0,330.0,495.0,260.0,391.0,382.0,391.0,330.0,469.0,434.0,300.0,,,400.0,300.0,,,365.0,482.0,365.0,469.0,313.0,469.0,382.0,508.0,365.0,521.0,313.0,508.0,side/right_bottom/20181231_163653.jpg,right_bottom,52.431407971172504,56.309932474020215,111.78798556588474,114.80227842840291,38.073792491055805
15,347.0,260.0,400.0,300.0,400.0,286.0,382.0,326.0,330.0,339.0,400.0,300.0,382.0,365.0,313.0,404.0,452.0,378.0,434.0,378.0,365.0,378.0,417.0,417.0,452.0,391.0,365.0,391.0,417.0,456.0,,,365.0,260.0,,,382.0,260.0,382.0,469.0,400.0,469.0,434.0,456.0,382.0,456.0,382.0,456.0,434.0,417.0,side/right_bottom/20181231_175955.jpg,right_bottom,36.86989764584401,51.34019174590991,99.76422849052328,105.31516493762268,60.58271324162948
16,330.0,260.0,400.0,286.0,400.0,286.0,,,,,382.0,300.0,400.0,352.0,365.0,417.0,452.0,365.0,469.0,365.0,365.0,352.0,417.0,417.0,452.0,378.0,347.0,391.0,417.0,456.0,,,347.0,247.0,,,365.0,247.0,365.0,469.0,382.0,469.0,434.0,456.0,382.0,430.0,400.0,417.0,434.0,417.0,side/right_bottom/20181231_175958.jpg,right_bottom,44.2151753970081,49.93675025321962,117.89727103094764,122.27666663199231,60.5194639728278
17,347.0,260.0,400.0,300.0,400.0,286.0,,,,,400.0,300.0,400.0,365.0,365.0,417.0,452.0,378.0,452.0,378.0,365.0,365.0,417.0,417.0,452.0,391.0,347.0,391.0,417.0,456.0,347.0,260.0,347.0,260.0,,,382.0,260.0,382.0,469.0,382.0,469.0,434.0,456.0,382.0,443.0,382.0,443.0,434.0,417.0,side/right_bottom/20181231_175959.jpg,right_bottom,36.50144112050632,42.87890360333855,113.13827356324063,108.4539955038474,56.309932474020215
18,382.0,247.0,417.0,273.0,400.0,273.0,347.0,273.0,278.0,260.0,417.0,286.0,330.0,300.0,260.0,273.0,452.0,365.0,452.0,365.0,382.0,339.0,417.0,404.0,452.0,378.0,365.0,378.0,417.0,443.0,382.0,247.0,382.0,234.0,,,417.0,247.0,365.0,456.0,382.0,469.0,434.0,456.0,382.0,443.0,382.0,443.0,434.0,417.0,side/right_bottom/20181231_180011.jpg,right_bottom,41.322809020157244,51.34019174590991,109.39781244855821,84.551599571962,64.43800587921768
19,313.0,273.0,382.0,313.0,382.0,313.0,347.0,365.0,278.0,391.0,382.0,313.0,330.0,391.0,226.0,430.0,521.0,404.0,521.0,391.0,400.0,417.0,452.0,495.0,521.0,404.0,382.0,417.0,452.0,508.0,,,330.0,260.0,,,347.0,273.0,400.0,521.0,417.0,534.0,486.0,521.0,400.0,482.0,417.0,482.0,486.0,495.0,side/right_bottom/20190101_110702.jpg,right_bottom,68.43702350895032,57.77446372974767,107.25542935584022,143.62355939014566,38.92240983839203
20,486.0,260.0,400.0,273.0,417.0,286.0,556.0,300.0,678.0,313.0,365.0,260.0,,,,,208.0,352.0,226.0,352.0,434.0,352.0,313.0,417.0,208.0,339.0,417.0,326.0,313.0,404.0,486.0,247.0,486.0,247.0,434.0,247.0,,,,,,,295.0,391.0,347.0,430.0,330.0,430.0,295.0,417.0,side/right_bottom/20190102_181656.jpg,right_bottom,28.24425107080102,33.31063082456081,,132.78795799795165,18.94461838280293
21,486.0,234.0,382.0,260.0,400.0,273.0,521.0,286.0,660.0,300.0,365.0,234.0,,,,,191.0,326.0,191.0,339.0,417.0,352.0,295.0,417.0,191.0,326.0,365.0,339.0,295.0,404.0,469.0,234.0,,,417.0,234.0,,,382.0,430.0,,,260.0,417.0,382.0,430.0,365.0,443.0,278.0,417.0,side/right_bottom/20190102_181700.jpg,right_bottom,31.340252867549076,47.151684370947805,,140.88946378118425,24.631314092516483
22,434.0,273.0,347.0,286.0,365.0,300.0,486.0,313.0,626.0,326.0,330.0,273.0,,,,,173.0,365.0,173.0,365.0,400.0,365.0,260.0,430.0,156.0,352.0,,,260.0,417.0,434.0,260.0,452.0,260.0,382.0,260.0,,,,,,,226.0,430.0,347.0,443.0,295.0,443.0,243.0,430.0,side/right_bottom/20190102_181703.jpg,right_bottom,24.904768808095184,,,145.76573720361196,
23,417.0,286.0,330.0,286.0,330.0,300.0,469.0,326.0,608.0,339.0,313.0,273.0,469.0,326.0,608.0,339.0,139.0,365.0,156.0,378.0,347.0,378.0,226.0,443.0,139.0,352.0,,,226.0,430.0,417.0,273.0,417.0,273.0,347.0,273.0,,,,,,,208.0,417.0,313.0,456.0,260.0,456.0,208.0,443.0,side/right_bottom/20190102_181706.jpg,right_bottom,28.24425107080102,,,142.8401831105849,
24,434.0,286.0,330.0,300.0,347.0,313.0,486.0,326.0,626.0,339.0,330.0,286.0,,,626.0,339.0,173.0,378.0,191.0,378.0,382.0,378.0,260.0,443.0,156.0,365.0,,,260.0,430.0,434.0,273.0,434.0,273.0,382.0,273.0,,,,,,,226.0,443.0,365.0,456.0,295.0,456.0,243.0,443.0,side/right_bottom/20190102_181710.jpg,right_bottom,28.048105754553067,,,144.11969334224653,
25,434.0,286.0,330.0,286.0,347.0,300.0,486.0,313.0,626.0,326.0,313.0,273.0,,,,,156.0,365.0,173.0,378.0,365.0,365.0,243.0,430.0,139.0,352.0,,,121.0,378.0,434.0,273.0,,,382.0,273.0,,,,,,,104.0,378.0,278.0,456.0,260.0,456.0,226.0,443.0,side/right_bottom/20190102_181713.jpg,right_bottom,24.174616030208494,,,121.80609703057584,
26,486.0,273.0,434.0,286.0,452.0,286.0,521.0,273.0,608.0,247.0,400.0,273.0,,,,,330.0,352.0,330.0,352.0,469.0,365.0,365.0,430.0,313.0,339.0,469.0,352.0,365.0,404.0,486.0,260.0,,,452.0,260.0,,,434.0,443.0,434.0,430.0,347.0,404.0,417.0,443.0,400.0,443.0,347.0,430.0,side/right_bottom/20190102_192232.jpg,right_bottom,37.34843896665865,31.32869286780418,130.2641351930726,136.1837948687402,35.07718879766146
27,486.0,260.0,417.0,273.0,434.0,273.0,504.0,260.0,591.0,234.0,400.0,273.0,,,,,295.0,352.0,313.0,352.0,469.0,365.0,382.0,417.0,295.0,339.0,486.0,339.0,382.0,404.0,469.0,247.0,486.0,247.0,434.0,247.0,,,469.0,391.0,469.0,391.0,365.0,391.0,452.0,430.0,452.0,443.0,347.0,430.0,side/right_bottom/20190102_192235.jpg,right_bottom,35.63045114186326,32.005383208083494,154.41164271043542,142.3088232732908,32.92471141680646
28,486.0,260.0,417.0,273.0,434.0,273.0,504.0,273.0,591.0,234.0,417.0,273.0,,,,,330.0,339.0,330.0,339.0,469.0,365.0,365.0,417.0,313.0,339.0,486.0,339.0,382.0,404.0,469.0,247.0,,,434.0,247.0,,,452.0,430.0,452.0,430.0,365.0,404.0,452.0,430.0,434.0,443.0,347.0,430.0,side/right_bottom/20190102_192237.jpg,right_bottom,37.15981688941514,32.005383208083494,129.12273052879115,144.13087845500257,42.22148916275563
29,452.0,221.0,382.0,247.0,400.0,247.0,486.0,234.0,573.0,208.0,382.0,234.0,,,,,278.0,313.0,278.0,313.0,452.0,339.0,330.0,391.0,295.0,313.0,452.0,313.0,347.0,378.0,452.0,221.0,,,400.0,221.0,,,400.0,404.0,400.0,391.0,330.0,365.0,400.0,404.0,382.0,404.0,313.0,391.0,side/right_bottom/20190102_192246(0).jpg,right_bottom,31.583692552301958,31.7594800848128,125.23922644890725,147.67956273408174,36.67262094152858
30,504.0,221.0,434.0,234.0,417.0,221.0,400.0,169.0,382.0,156.0,469.0,260.0,,,,,330.0,300.0,313.0,300.0,469.0,326.0,365.0,378.0,347.0,300.0,469.0,313.0,365.0,365.0,504.0,221.0,,,469.0,208.0,,,417.0,391.0,417.0,391.0,347.0,365.0,400.0,391.0,382.0,391.0,330.0,378.0,side/right_bottom/20190102_192257.jpg,right_bottom,36.027373385103616,32.647387870360035,132.20406686496153,140.19106669461402,40.385620970552644
31,226.0,260.0,330.0,260.0,347.0,247.0,,,,,313.0,260.0,208.0,286.0,52.0,300.0,486.0,313.0,504.0,286.0,626.0,339.0,400.0,404.0,452.0,326.0,313.0,352.0,452.0,417.0,,,226.0,247.0,,,278.0,247.0,400.0,430.0,417.0,443.0,486.0,430.0,347.0,417.0,347.0,404.0,,,side/right_bottom/20190103_144657.jpg,right_bottom,39.527187963555306,35.656773968131596,154.54852404138984,,81.84830867594495
32,243.0,260.0,347.0,260.0,365.0,260.0,,,,,330.0,273.0,260.0,286.0,,,469.0,313.0,,,330.0,339.0,469.0,417.0,452.0,326.0,313.0,352.0,469.0,417.0,,,243.0,247.0,,,295.0,247.0,,,,,486.0,430.0,,,,,486.0,417.0,side/right_bottom/20190103_144658.jpg,right_bottom,,33.21463066037756,,,35.90733354803516
33,278.0,247.0,382.0,247.0,400.0,234.0,,,,,365.0,260.0,313.0,260.0,,,556.0,313.0,,,400.0,326.0,486.0,404.0,539.0,326.0,365.0,339.0,521.0,417.0,,,295.0,247.0,,,347.0,234.0,469.0,430.0,486.0,443.0,556.0,430.0,400.0,404.0,400.0,404.0,,,side/right_bottom/20190103_144704.jpg,right_bottom,,30.837831944687235,174.3989118297751,,27.184926818784326
34,295.0,260.0,400.0,260.0,417.0,247.0,,,,,365.0,260.0,278.0,286.0,208.0,286.0,591.0,326.0,591.0,300.0,,,521.0,404.0,556.0,339.0,365.0,352.0,539.0,417.0,,,295.0,247.0,,,347.0,234.0,469.0,430.0,486.0,430.0,556.0,417.0,417.0,404.0,417.0,404.0,,,side/right_bottom/20190103_144710.jpg,right_bottom,,24.377546411503975,179.81736518474395,,
35,521.0,234.0,434.0,234.0,452.0,234.0,556.0,273.0,,,417.0,221.0,,,,,243.0,300.0,260.0,313.0,452.0,326.0,330.0,417.0,260.0,300.0,452.0,313.0,400.0,391.0,521.0,234.0,,,486.0,221.0,,,434.0,391.0,434.0,391.0,,,434.0,430.0,417.0,430.0,313.0,417.0,side/right_bottom/20190103_144723.jpg,right_bottom,40.59280748162283,60.183422198364795,,137.98622555921955,24.392924057363928
36,452.0,247.0,347.0,247.0,382.0,247.0,486.0,273.0,591.0,286.0,330.0,234.0,,,,,156.0,300.0,173.0,313.0,382.0,326.0,243.0,404.0,139.0,286.0,,,,,452.0,247.0,,,417.0,234.0,,,347.0,417.0,347.0,417.0,,,347.0,417.0,330.0,430.0,226.0,404.0,side/right_bottom/20190103_144725.jpg,right_bottom,32.858275566292946,,,141.50985159070441,
37,452.0,234.0,,,347.0,234.0,,,,,,,,,,,,,,,382.0,313.0,260.0,404.0,,,382.0,313.0,278.0,391.0,452.0,221.0,,,417.0,221.0,,,365.0,417.0,365.0,378.0,,,365.0,417.0,347.0,417.0,243.0,404.0,side/right_bottom/20190103_144729.jpg,right_bottom,,,,138.01996865279378,
38,434.0,247.0,,,347.0,247.0,,,,,,,,,,,,,,,365.0,326.0,260.0,404.0,,,365.0,313.0,,,434.0,234.0,,,400.0,221.0,,,365.0,378.0,365.0,378.0,,,347.0,417.0,330.0,430.0,226.0,404.0,side/right_bottom/20190103_144730.jpg,right_bottom,,,,135.8669207807914,
39,400.0,234.0,,,295.0,234.0,,,0.0,286.0,,,,,0.0,286.0,,,86.0,300.0,295.0,313.0,173.0,404.0,,,,,226.0,391.0,382.0,234.0,,,347.0,221.0,,,295.0,378.0,295.0,378.0,,,278.0,417.0,226.0,430.0,156.0,404.0,side/right_bottom/20190103_144734.jpg,right_bottom,40.27858457856146,,,132.54777250960296,
40,434.0,247.0,330.0,234.0,365.0,247.0,452.0,260.0,,,313.0,234.0,,,52.0,300.0,156.0,286.0,173.0,300.0,347.0,313.0,243.0,404.0,,,347.0,313.0,260.0,391.0,434.0,234.0,,,400.0,221.0,,,347.0,378.0,347.0,378.0,34.0,313.0,347.0,417.0,330.0,430.0,208.0,404.0,side/right_bottom/20190103_144735.jpg,right_bottom,45.4587059333189,,162.96363107840514,133.3769500508912,24.68489667787868
41,452.0,247.0,347.0,247.0,365.0,247.0,452.0,273.0,,,347.0,234.0,,,,,191.0,286.0,191.0,286.0,365.0,326.0,243.0,404.0,,,365.0,313.0,278.0,404.0,452.0,234.0,,,400.0,234.0,,,347.0,417.0,347.0,378.0,52.0,313.0,347.0,417.0,347.0,430.0,208.0,404.0,side/right_bottom/20190103_144739(0).jpg,right_bottom,45.53909098823619,,155.73264938266576,141.6708449884761,24.933983200544375
42,452.0,247.0,347.0,234.0,365.0,247.0,469.0,273.0,,,330.0,234.0,,,69.0,300.0,139.0,300.0,173.0,300.0,365.0,326.0,243.0,404.0,,,,,69.0,300.0,452.0,247.0,,,417.0,234.0,,,365.0,378.0,365.0,378.0,52.0,313.0,365.0,417.0,347.0,430.0,226.0,404.0,side/right_bottom/20190103_144739.jpg,right_bottom,40.30447388525815,,,140.01532779506712,
43,330.0,260.0,452.0,260.0,452.0,260.0,,,,,434.0,260.0,347.0,286.0,260.0,300.0,591.0,313.0,608.0,300.0,713.0,339.0,,,556.0,326.0,400.0,339.0,539.0,404.0,330.0,247.0,347.0,247.0,,,400.0,247.0,486.0,417.0,504.0,417.0,556.0,404.0,434.0,391.0,434.0,391.0,,,side/right_bottom/20190103_144849(0).jpg,right_bottom,,29.82564994652065,175.86269004408723,,57.87412359792831
44,330.0,260.0,434.0,260.0,434.0,260.0,,,,,417.0,260.0,347.0,286.0,,,643.0,326.0,,,,,486.0,391.0,643.0,339.0,382.0,326.0,539.0,404.0,,,330.0,247.0,,,382.0,247.0,486.0,417.0,504.0,430.0,556.0,404.0,417.0,391.0,434.0,391.0,,,side/right_bottom/20190103_144849.jpg,right_bottom,,23.567432500561424,178.884220973015,,
45,313.0,273.0,417.0,273.0,434.0,273.0,,,,,400.0,286.0,330.0,300.0,,,608.0,339.0,608.0,313.0,,,,,573.0,352.0,382.0,352.0,539.0,417.0,313.0,260.0,330.0,273.0,,,382.0,260.0,486.0,443.0,504.0,443.0,556.0,430.0,,,,,,,side/right_bottom/20190103_144859.jpg,right_bottom,,22.49017802711278,179.64461928187905,,
46,330.0,273.0,434.0,273.0,452.0,273.0,,,,,434.0,273.0,347.0,300.0,226.0,313.0,678.0,339.0,660.0,326.0,,,556.0,417.0,678.0,352.0,400.0,352.0,556.0,417.0,330.0,260.0,347.0,260.0,,,400.0,260.0,504.0,443.0,521.0,443.0,591.0,430.0,452.0,404.0,452.0,404.0,,,side/right_bottom/20190103_144900(0).jpg,right_bottom,,22.61986494804042,179.75955636745147,,
47,330.0,273.0,434.0,273.0,452.0,273.0,,,,,400.0,286.0,313.0,313.0,208.0,326.0,591.0,339.0,608.0,313.0,,,,,556.0,352.0,382.0,352.0,539.0,417.0,313.0,260.0,330.0,273.0,,,382.0,260.0,504.0,443.0,504.0,443.0,573.0,430.0,434.0,404.0,,,,,side/right_bottom/20190103_144900.jpg,right_bottom,,22.49017802711278,178.6965039627793,,
48,365.0,208.0,452.0,234.0,469.0,234.0,,,,,452.0,234.0,330.0,247.0,173.0,234.0,626.0,339.0,626.0,339.0,434.0,339.0,539.0,417.0,626.0,339.0,347.0,365.0,504.0,443.0,,,365.0,208.0,,,417.0,208.0,556.0,456.0,556.0,456.0,521.0,443.0,,,,,556.0,417.0,side/right_bottom/20190103_144934.jpg,right_bottom,36.607074812607515,31.742904055324974,55.163279268918416,,34.26842642119762
49,330.0,208.0,417.0,234.0,434.0,221.0,,,,,400.0,234.0,295.0,260.0,139.0,260.0,573.0,313.0,573.0,313.0,400.0,326.0,504.0,391.0,591.0,326.0,330.0,339.0,469.0,404.0,,,347.0,195.0,,,400.0,195.0,417.0,417.0,434.0,417.0,504.0,404.0,,,,,521.0,391.0,side/right_bottom/20190103_144941.jpg,right_bottom,36.302769872025195,27.91346454653153,165.80459137429716,,32.21394670495949
50,365.0,195.0,434.0,221.0,434.0,221.0,,,,,434.0,234.0,313.0,247.0,139.0,247.0,556.0,313.0,573.0,300.0,417.0,339.0,504.0,391.0,556.0,313.0,347.0,339.0,486.0,404.0,,,382.0,182.0,,,417.0,195.0,452.0,417.0,452.0,417.0,521.0,417.0,,,,,521.0,391.0,side/right_bottom/20190103_144944.jpg,right_bottom,44.903052919063555,32.15328151112205,178.1077826967887,,45.51844513432516
51,313.0,221.0,400.0,234.0,382.0,234.0,,,104.0,234.0,400.0,234.0,278.0,247.0,104.0,234.0,556.0,326.0,521.0,313.0,347.0,326.0,452.0,391.0,556.0,326.0,295.0,339.0,417.0,417.0,,,313.0,221.0,,,365.0,195.0,365.0,430.0,365.0,430.0,452.0,417.0,,,,,469.0,404.0,side/right_bottom/20190103_144947(0).jpg,right_bottom,36.03226085242204,35.44403776333634,140.19394202993473,,32.11407881989188
52,330.0,234.0,417.0,234.0,417.0,234.0,,,,,417.0,234.0,313.0,247.0,139.0,247.0,556.0,326.0,539.0,326.0,330.0,352.0,486.0,391.0,573.0,326.0,330.0,352.0,469.0,417.0,,,330.0,221.0,,,382.0,208.0,434.0,417.0,452.0,430.0,504.0,430.0,434.0,417.0,434.0,417.0,504.0,404.0,side/right_bottom/20190103_144950.jpg,right_bottom,21.127516723254086,31.169186367399572,178.9437713710563,146.8557730042513,40.062098587285014
53,330.0,221.0,417.0,234.0,434.0,221.0,,,,,417.0,221.0,278.0,247.0,139.0,234.0,573.0,326.0,573.0,313.0,365.0,326.0,469.0,404.0,573.0,326.0,313.0,339.0,469.0,430.0,,,330.0,208.0,,,382.0,195.0,400.0,430.0,417.0,430.0,486.0,430.0,,,,,486.0,404.0,side/right_bottom/20190103_144954.jpg,right_bottom,40.446232020841364,33.118842389641024,161.89021151587525,,32.120846171128704
54,313.0,221.0,400.0,234.0,434.0,221.0,,,,,400.0,234.0,278.0,247.0,121.0,221.0,556.0,313.0,573.0,300.0,382.0,326.0,486.0,391.0,539.0,313.0,330.0,339.0,469.0,417.0,,,313.0,208.0,,,365.0,208.0,400.0,430.0,417.0,430.0,486.0,417.0,,,,,504.0,404.0,side/right_bottom/20190103_145007.jpg,right_bottom,39.7571623623802,36.39028200033734,155.48270283009785,,32.42685874008096
55,313.0,221.0,400.0,221.0,382.0,247.0,382.0,182.0,313.0,156.0,434.0,221.0,330.0,195.0,260.0,130.0,521.0,313.0,504.0,326.0,330.0,339.0,469.0,417.0,539.0,300.0,626.0,326.0,,,313.0,208.0,313.0,208.0,,,347.0,208.0,,,,,,,434.0,430.0,434.0,417.0,504.0,404.0,side/right_bottom/20190103_145010.jpg,right_bottom,33.57178951261899,,,141.53803035573284,61.64057751160432
56,295.0,221.0,382.0,234.0,365.0,247.0,,,,,400.0,221.0,330.0,182.0,278.0,130.0,521.0,313.0,486.0,313.0,347.0,339.0,486.0,391.0,539.0,313.0,313.0,339.0,469.0,417.0,,,295.0,208.0,,,330.0,208.0,400.0,417.0,417.0,430.0,486.0,417.0,400.0,417.0,400.0,417.0,504.0,391.0,side/right_bottom/20190103_145014.jpg,right_bottom,31.105624995300303,33.12774968601547,163.4789076570989,145.3348668502154,37.36331132153773
57,,,,,,,,,,,,,,,,,,,,,,,469.0,391.0,,,313.0,339.0,191.0,156.0,,,,,,,,,173.0,117.0,400.0,417.0,469.0,404.0,,,,,486.0,391.0,side/right_bottom/20190103_145019.jpg,right_bottom,,,77.23970203816614,,
58,278.0,221.0,365.0,221.0,382.0,208.0,,,156.0,195.0,347.0,221.0,243.0,221.0,86.0,182.0,521.0,300.0,539.0,286.0,365.0,313.0,452.0,378.0,504.0,300.0,313.0,326.0,434.0,391.0,,,278.0,208.0,,,313.0,208.0,382.0,404.0,382.0,417.0,452.0,391.0,400.0,391.0,,,469.0,378.0,side/right_bottom/20190103_145040.jpg,right_bottom,45.58476022781156,35.996030225097726,148.2386942591827,,32.97362522838973
59,313.0,195.0,400.0,221.0,417.0,208.0,,,,,382.0,221.0,260.0,221.0,86.0,195.0,573.0,313.0,573.0,300.0,365.0,313.0,452.0,378.0,573.0,313.0,313.0,326.0,434.0,391.0,,,330.0,182.0,,,382.0,195.0,382.0,404.0,382.0,417.0,469.0,404.0,400.0,391.0,400.0,391.0,486.0,391.0,side/right_bottom/20190103_145050.jpg,right_bottom,40.34071505078784,31.106656296912767,153.09219280455224,140.10992996019968,29.594824142535266
60,295.0,195.0,382.0,221.0,400.0,208.0,,,156.0,208.0,382.0,221.0,260.0,234.0,156.0,221.0,556.0,313.0,556.0,300.0,347.0,313.0,452.0,378.0,556.0,313.0,295.0,326.0,434.0,391.0,,,313.0,182.0,,,365.0,195.0,365.0,417.0,382.0,417.0,469.0,404.0,400.0,391.0,400.0,391.0,469.0,378.0,side/right_bottom/20190103_145055.jpg,right_bottom,35.318746906096,27.91346454653153,150.74793581046714,138.0736931376984,29.45137676961461
61,469.0,195.0,434.0,221.0,417.0,221.0,313.0,260.0,400.0,286.0,452.0,221.0,,,,,313.0,300.0,295.0,300.0,486.0,326.0,347.0,378.0,347.0,300.0,504.0,300.0,382.0,365.0,452.0,182.0,486.0,195.0,417.0,182.0,486.0,208.0,434.0,391.0,434.0,391.0,,,434.0,391.0,382.0,404.0,330.0,378.0,side/right_bottom/20190103_145232.jpg,right_bottom,28.26263843725988,28.048105754553067,,144.9074659167976,37.225837659026894
62,486.0,195.0,400.0,234.0,400.0,234.0,504.0,260.0,539.0,221.0,400.0,234.0,486.0,260.0,521.0,234.0,278.0,313.0,278.0,313.0,486.0,326.0,347.0,378.0,295.0,300.0,469.0,313.0,365.0,378.0,469.0,195.0,486.0,195.0,434.0,195.0,,,434.0,404.0,417.0,391.0,,,400.0,404.0,382.0,404.0,313.0,391.0,side/right_bottom/20190103_145237.jpg,right_bottom,24.08719365796051,36.27816397569275,,141.7163253260388,34.79083106012941
63,486.0,195.0,400.0,234.0,382.0,208.0,417.0,182.0,,,434.0,247.0,,,,,295.0,313.0,278.0,313.0,486.0,326.0,330.0,378.0,313.0,300.0,486.0,313.0,365.0,378.0,469.0,182.0,,,434.0,195.0,,,452.0,365.0,434.0,365.0,,,400.0,404.0,365.0,404.0,313.0,391.0,side/right_bottom/20190103_145240.jpg,right_bottom,22.011283197919337,32.541637734742714,,142.69580909852772,38.90620992631202
